docid	ID	StrainCollectionID	LGCPlate	LGCPCR1	LGCPCR2	Status	specificnextstep	Kingdom	Phylum	Class	Order	Family	Genus	LGCyesorno	Comment	correcturenecessary	morphok	morphgroup	mc1	mc2	mc3	mc4
118	C3_S03_MRS_01	ID-0119	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation 16S positive, new no. C3_S03_MRS_01W	NA	yes	132	127	18	5	NA
1326	C3_S03_MRS_01W	ID-1491	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	132	127	18	5	NA
117	C3_S03_MRS_02	ID-0120	Plate01	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	132	0	74	16	NA
116	C3_S03_MRS_03	ID-0121	NA	-	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	yes	132	0	1	2	NA
1325	C3_S03_MRS_03W	ID-1492	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	132	0	1	2	NA
115	C3_S03_MRS_04	ID-0122	Plate01	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	NA	NA	NA	yes	132	0	0	1	NA
114	C3_S03_MRS_05	ID-0123	Plate01	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	NA	NA	NA	yes	132	0	17	2	NA
113	C3_S03_MRS_06	ID-0124	Plate01	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	132	0	1	0	NA
248	C3_S03_PCA_01	ID-0249	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Brochothrix	NA	NA	NA	no	131	NA	NA	NA	NA
247	C3_S03_PCA_02	ID-0250	Plate02	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	no	131	NA	NA	NA	NA
246	C3_S03_PCA_03	ID-0251	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Brochothrix	NA	NA	NA	no	131	NA	NA	NA	NA
245	C3_S03_PCA_04	ID-0252	Plate02	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	NA	NA	NA	no	131	NA	NA	NA	NA
244	C3_S03_PCA_05	ID-0253	Plate02	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA	no	131	NA	NA	NA	NA
243	C3_S03_PCA_06	ID-0254	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Brochothrix	NA	NA	NA	no	131	NA	NA	NA	NA
263	C3_S03_VRBD_01	ID-0266	Plate02	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	NA	NA	NA	no	133	NA	NA	NA	NA
262	C3_S03_VRBD_02	ID-0267	NA	-	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	no	133	NA	NA	NA	NA
1264	C3_S03_VRBD_02W	ID-1425	NA	NA	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	133	NA	NA	NA	NA
261	C3_S03_VRBD_03	ID-0268	NA	-	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	no	133	NA	NA	NA	NA
1263	C3_S03_VRBD_03W	ID-1426	NA	NA	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	133	NA	NA	NA	NA
260	C3_S03_VRBD_04	ID-0269	Plate02	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA	no	133	NA	NA	NA	NA
259	C3_S03_VRBD_05	ID-0270	Plate02	contamination	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	no	133	NA	NA	NA	NA
1299	C3_S03_VRBD_05W	ID-1470	NA	NA	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	133	NA	NA	NA	NA
567	C3_S03_YGC25_01	ID-0582	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	134	NA	NA	NA	NA
566	C3_S03_YGC25_02	ID-0583	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	134	NA	NA	NA	NA
565	C3_S03_YGC25_03	ID-0584	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	134	NA	NA	NA	NA
564	C3_S03_YGC25_04	ID-0585	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	134	NA	NA	NA	NA
563	C3_S03_YGC25_05	ID-0586	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	134	NA	NA	NA	NA
562	C3_S03_YGC25_06	ID-0587	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	134	NA	NA	NA	NA
750	C3_S03_YGC4_01	ID-0775	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
749	C3_S03_YGC4_02	ID-0776	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
748	C3_S03_YGC4_03	ID-0777	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
747	C3_S03_YGC4_04	ID-0778	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
746	C3_S03_YGC4_05	ID-0779	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
745	C3_S03_YGC4_05a	ID-0780	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
760	C3_S03_YGC4_06	ID-0781	Plate06	NA	NA	open	pipet to new PCR layout for 16S PCR	Eukaryota	NA	NA	NA	NA	NA	NA	unspecific 18S reaction of Pseudomonas/ BLAST:Pseudomonas	NA	no	135	NA	NA	NA	NA
759	C3_S03_YGC4_07	ID-0782	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
758	C3_S03_YGC4_08	ID-0783	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
757	C3_S03_YGC4_09	ID-0784	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	135	NA	NA	NA	NA
756	C3_S03_YGC4_10	ID-0785	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
755	C3_S03_YGC4_11	ID-0786	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
744	C3_S03_YGC4_12	ID-0765	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
743	C3_S03_YGC4_13	ID-0766	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	135	NA	NA	NA	NA
742	C3_S03_YGC4_14	ID-0767	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	no	135	NA	NA	NA	NA
1413	C3_S03_YGC4_14W	ID-1584	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	no	135	NA	NA	NA	NA
603	C3_S04_BR_01	ID-0630	Plate08	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination, if time and capacity reculturing 	NA	no	142	NA	NA	NA	NA
602	C3_S04_BR_02	ID-0631	Plate08	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination, if time and capacity reculturing 	NA	no	142	NA	NA	NA	NA
601	C3_S04_BR_03	ID-0632	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	142	NA	NA	NA	NA
616	C3_S04_BR_04	ID-0633	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	no	142	NA	NA	NA	NA
615	C3_S04_BR_05	ID-0634	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C3_S04_BR_05W	NA	no	142	NA	NA	NA	NA
1348	C3_S04_BR_05W	ID-1521	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	142	NA	NA	NA	NA
614	C3_S04_BR_06	ID-0635	NA	-	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	no	142	NA	NA	NA	NA
1347	C3_S04_BR_06W	ID-1522	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	same as C3_S04_BR_05W	NA	no	142	NA	NA	NA	NA
613	C3_S04_BR_07	ID-0636	NA	-	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	no	142	NA	NA	NA	NA
1346	C3_S04_BR_07W	ID-1523	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	same as C3_S04_BR_05W	NA	no	142	NA	NA	NA	NA
612	C3_S04_BR_08	ID-0637	Plate08	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination, if time and capacity reculturing 	NA	no	142	NA	NA	NA	NA
611	C3_S04_BR_09	ID-0638	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	no	142	NA	NA	NA	NA
610	C3_S04_BR_10	ID-0639	Plate08	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination, if time and capacity reculturing 	NA	no	142	NA	NA	NA	NA
609	C3_S04_BR_11	ID-0640	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	no	142	NA	NA	NA	NA
106	C3_S04_MRS_01	ID-0115	Plate01	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	138	55	7	NA	NA
105	C3_S04_MRS_02	ID-0116	Plate01	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	138	10	2	NA	NA
120	C3_S04_MRS_03	ID-0117	Plate01	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	138	1	4	NA	NA
119	C3_S04_MRS_04	ID-0118	Plate01	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	138	36	6	NA	NA
202	C3_S04_PCA_01	ID-0215	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	NA	NA	yes	137	33	13	NA	NA
201	C3_S04_PCA_02	ID-0216	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	some error	NA	yes	137	23	16	NA	NA
216	C3_S04_PCA_03	ID-0217	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	137	0	6	NA	NA
215	C3_S04_PCA_04	ID-0218	Plate02	contamination	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	if necessary …	NA	yes	137	7	0	NA	NA
1310	C3_S04_PCA_04W	ID-1475	NA	NA	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	137	7	0	NA	NA
1320	C3_S04_PCA_04W	ID-1481	NA	NA	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	137	7	0	NA	NA
214	C3_S04_PCA_05	ID-0219	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	NA	NA	yes	137	0	1	NA	NA
213	C3_S04_PCA_06	ID-0220	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	137	0	3	NA	NA
258	C3_S04_VRBD_01	ID-0271	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation 16S positive, new no. C3_S04_VRBD_01W	NA	no	139	NA	NA	NA	NA
1262	C3_S04_VRBD_01W	ID-1427	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	139	NA	NA	NA	NA
257	C3_S04_VRBD_02	ID-0272	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C3_S04_VRBD_02W	NA	no	139	NA	NA	NA	NA
1261	C3_S04_VRBD_02W	ID-1428	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	139	NA	NA	NA	NA
578	C3_S04_YGC25_01	ID-0607	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C3_S04_YGC25_01W	NA	yes	140	100	NA	NA	NA
1370	C3_S04_YGC25_01W	ID-1547	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	140	100	NA	NA	NA
577	C3_S04_YGC25_02	ID-0608	NA	-	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	yes	140	6	NA	NA	NA
1369	C3_S04_YGC25_02W	ID-1548	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	same as C3_S04_YGC25_01W	NA	yes	140	6	NA	NA	NA
592	C3_S04_YGC25_03	ID-0609	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	140	8	NA	NA	NA
890	C3_S04_YGC25_04r	ID-0931	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	yes	140	3	NA	NA	NA
591	C3_S04_YGC25_05	ID-0610	Plate08	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination, if time and capacity reculturing 	NA	yes	140	50	NA	NA	NA
1092	C3_S04_YGC25_06	ID-1137	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Leotiomycetes	NA	NA	NA	NA	NA	NA	mis	140	NA	NA	NA	NA
589	C3_S04_YGC25_07	ID-0612	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	mis	140	NA	NA	NA	NA
597	C3_S04_YGC25_08	ID-0620	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	140	3	NA	NA	NA
596	C3_S04_YGC25_09	ID-0621	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	140	4	NA	NA	NA
595	C3_S04_YGC25_10	ID-0622	NA	-	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	140	9	NA	NA	NA
594	C3_S04_YGC25_11	ID-0623	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	yes	140	7	NA	NA	NA
593	C3_S04_YGC25_12	ID-0624	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	yes	140	15	NA	NA	NA
608	C3_S04_YGC25_13	ID-0625	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	NA	NA	NA	mis	140	NA	NA	NA	NA
607	C3_S04_YGC25_14	ID-0626	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	mis	140	NA	NA	NA	NA
605	C3_S04_YGC25_15	ID-0628	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	NA	NA	NA	mis	140	NA	NA	NA	NA
606	C3_S04_YGC25_15a	ID-0627	Plate06	ok	NA	DONE	-	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Incertae_Sedis	Occultifur	NA	NA	NA	mis	140	NA	NA	NA	NA
741	C3_S04_YGC4_01	ID-0768	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	mis	141	NA	NA	NA	NA
740	C3_S04_YGC4_02	ID-0769	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation 16S positive, new no. C3_S04_YGC4_02W	NA	mis	141	NA	NA	NA	NA
1412	C3_S04_YGC4_02W	ID-1585	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	141	NA	NA	NA	NA
739	C3_S04_YGC4_03	ID-0770	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	141	NA	NA	NA	NA
738	C3_S04_YGC4_04	ID-0771	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	141	NA	NA	NA	NA
737	C3_S04_YGC4_05	ID-0772	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	141	NA	NA	NA	NA
752	C3_S04_YGC4_06	ID-0773	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation 16S positive, new no. C3_S04_YGC4_06W	NA	mis	141	NA	NA	NA	NA
1411	C3_S04_YGC4_06W	ID-1586	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	141	NA	NA	NA	NA
751	C3_S04_YGC4_07	ID-0774	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	mis	141	NA	NA	NA	NA
1410	C3_S04_YGC4_07W	ID-1587	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	141	NA	NA	NA	NA
628	C3_S05_BR_01	ID-0653	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C3_S05_BR_01W	NA	mis	148	NA	NA	NA	NA
1345	C3_S05_BR_01W	ID-1524	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	148	NA	NA	NA	NA
627	C3_S05_BR_02	ID-0654	NA	-	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	mis	148	NA	NA	NA	NA
1360	C3_S05_BR_02W	ID-1525	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	same as C3_S05_BR_01W	NA	mis	148	NA	NA	NA	NA
626	C3_S05_BR_03	ID-0655	Plate08	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination, if time and capacity reculturing 	NA	mis	148	NA	NA	NA	NA
625	C3_S05_BR_04	ID-0656	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	mis	148	NA	NA	NA	NA
640	C3_S05_BR_05	ID-0657	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	mis	148	NA	NA	NA	NA
639	C3_S05_BR_06	ID-0658	NA	-	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	mis	148	NA	NA	NA	NA
1359	C3_S05_BR_06W	ID-1526	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	same as C3_S05_BR_01W	NA	mis	148	NA	NA	NA	NA
458	C3_S05_MRS_01	ID-0479	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	144	125	56	12	NA
457	C3_S05_MRS_02	ID-0480	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	NA	NA	yes	144	78	36	0	NA
472	C3_S05_MRS_03	ID-0481	Plate01	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	NA	NA	yes	144	0	2	3	NA
471	C3_S05_MRS_04	ID-0482	Plate01	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	144	1	0	NA	NA
1100	C3_S05_PCA_01	ID-1145	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	143	18	7	NA	NA
1099	C3_S05_PCA_02	ID-1146	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	143	17	1	NA	NA
1098	C3_S05_PCA_03	ID-1147	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	143	20	5	NA	NA
1097	C3_S05_PCA_04	ID-1148	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	143	15	9	NA	NA
1112	C3_S05_PCA_05	ID-1149	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	143	4	2	NA	NA
1111	C3_S05_PCA_06	ID-1150	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	143	1	0	NA	NA
1110	C3_S05_PCA_07	ID-1151	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	143	NA	NA	NA	NA
1109	C3_S05_PCA_08	ID-1152	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	143	NA	NA	NA	NA
437	C3_S05_VRBD_01	ID-0452	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C3_S05_VRBD_01W	NA	yes	145	736	NA	NA	NA
1289	C3_S05_VRBD_01W	ID-1464	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as C3_S08_VRBD_09W	NA	yes	145	736	NA	NA	NA
436	C3_S05_VRBD_02	ID-0453	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	yes	NA	NA	yes	145	61	NA	NA	NA
435	C3_S05_VRBD_03	ID-0454	Plate08	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	yes	contamination, if time and capacity reculturing 	NA	yes	145	11	NA	NA	NA
434	C3_S05_VRBD_04	ID-0455	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia-Obesumbacterium	yes	NA	NA	yes	145	6	NA	NA	NA
575	C3_S05_YGC25_02	ID-0590	NA	-	NA	DONE	-	NA	NA	NA	NA	NA	NA	NA	BLAST:Pseudomonas	NA	yes	146	13	NA	NA	NA
574	C3_S05_YGC25_03	ID-0591	Plate03	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	NA	NA	NA	yes	146	9	NA	NA	NA
892	C3_S05_YGC25_04r	ID-0929	Plate08	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination, if time and capacity reculturing 	NA	mis	146	NA	NA	NA	NA
647	C3_S05_YGC4_01	ID-0666	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation 16S positive, new no. C3_S05_YGC4_01	NA	mis	147	NA	NA	NA	NA
1419	C3_S05_YGC4_01W	ID-1594	Plate10	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination	NA	mis	147	NA	NA	NA	NA
646	C3_S05_YGC4_02	ID-0667	Plate08	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination, if time and capacity reculturing 	NA	mis	147	NA	NA	NA	NA
1028	C3_S06_BR_01	ID-1069	Plate09	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination	NA	yes	154	11	14	NA	NA
1027	C3_S06_BR_02	ID-1070	Plate09	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination	NA	yes	154	7	8	NA	NA
1026	C3_S06_BR_03	ID-1071	Plate09	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination	NA	yes	154	0	3	NA	NA
1091	C3_S06_BR_04	ID-1138	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Dothideomycetes	Stigmatodiscales	Stigmatodiscaceae	NA	NA	NA	NA	yes	154	0	1	NA	NA
1025	C3_S06_BR_05	ID-1072	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	NA	NA	NA	yes	154	2	0	NA	NA
